"Item","Sentence","MeanEmpirical","MeanPredictedVector","MeanPredictedVectorPred","MeanPredictedFixed","MeanPredictedFV","MeanPredictedFVP"
"13296:18","there are, uh, some groups that  have their children, you know, go away for a year.",6,4.78323018733281,5.77426943000191,3.50967035457859,4.20388628264337,5.53920394558474
"133013:23","um, and it really saved us some big money once.",2.2,3.27385574427414,2.5220975232819,3.28800223432567,2.73332195045514,2.51904275718222
"133228:13","i certainly have some ideas since i'm studying it now in college.",3.1,3.53709756069565,3.20545601029217,3.44906435804604,3.70220322123497,3.1682485185023
"133358:40","but i do think that we have  to cut out some of this folderol stuff and go back in the first five, six grades and just keep  going over and over and over until most of those that  are capable can at least learn  to read and write",4,3.9624378172666,4.89437154842611,4.99514464151253,4.84578379575768,5.04203047052257
"13347:160","well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things.",4.2,3.81428510036222,3.90093577573805,4.55563368204708,4.42094000409213,3.94719297403845
"13347:26","well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things.",2.2,4.17052451213205,4.10414489679466,3.70487708395225,3.71329419705969,3.98911377099495
"133518:49","well, it went pretty well, uh, other than the fact that we encountered some, uh, problems that you run across  in older homes with plumbing, which one thing led to another ,",3.9,3.6421023903933,4.82223330381979,2.86899289689835,3.06632816277387,4.57275016597487
"134021:50","and i think that it's, it's very surprising some of these very expensive volvos can be gotten  for a lot less money than you would think if you're willing  to buy ones that  are about, the vintage of the cars that you and i currently own",6.2,4.3834072042105,5.68325246433041,4.94004421015244,4.94815790688721,5.71962571198906
"134033:13","well, certainly some of the top end ones.",5.6,5.27131117561744,6.04296497841467,4.91278282032884,5.07343441463483,6.06869710894518
"134101:49","uh, the state of wisconsin, as a matter of fact, uh, started some litigation against illinois because of the air pollution we were getting .",2.8,4.5280111689365,2.99099302237562,2.6609972828738,2.93729840139362,2.81202733273273
"13411:17","and that is that some of the organizations sell their mailing lists which i think  is a, is an invasion of privacy.",6.1,5.39757912186158,6.3437942150455,6.21040827945406,6.41482506493493,6.45559656262237
"134169:64","maybe to you and i who  have grown up in some in, uh, uh, some more beautiful parts of the country, uh, i think that, that, uh, we become a little more aware , uh, rather quickly of, of what 's happening with air pollution and how, uh, how horrible it really is .",2.7,4.33397890021334,4.42742262603167,3.41740494366247,3.5619321131654,4.30749140171149
"134176:40","and we'll let them try  to drink out of some of the lakes and try  to fish in some of the lakes that  have been suffering from, uh, the, uh, acid rain",4.2,3.74926838868419,4.7164622332713,4.36285230791861,3.9863852450181,4.71501795361539
"134176:70","and we'll let them try  to drink out of some of the lakes and try  to fish in some of the lakes that  have been suffering from, uh, the, uh, acid rain",5,3.83949425980204,4.84653237763462,4.587860177307,4.09186381808027,4.84249143333857
"134199:41","i think it's mostly vehicles although it does come from some of the industry of, of the gary area",4,5.24181355703371,3.9697805772318,4.66816350906942,4.89573656550119,4.07613355892741
"13420:11","i get some of these things  in the mail that i wonder, where in the world did they get my address  or where did they get my name  .",3.8,4.04144602371579,4.9297393643306,4.44451411224673,4.48999354956418,4.84759813965989
"134228:135","but, i, um, tend to all the, planting the annuals and, and the spraying and, um,  taking care of them and maybe putting flowers in, you know, throughout that season, and later on maybe planting some mums and that kind of stuff and, um, any kind of decorating for the holidays, you know,",3.9,3.61706910869283,3.68284365062708,3.49333750648368,3.33081015357319,3.58538385388697
"13424:16","and in fact, some of these things i get , some of these questionnaires,",5.2,4.80562447338417,5.04576998937666,5.09640529448313,5.11577593703687,5.18397617334699
"13424:44","and in fact, some of these things i get , some of these questionnaires,",4.6,4.75066606787373,4.98696080022482,4.91581016406924,4.79556297634689,5.20727609717634
"134301:16","or, just have some wild flowers growing back there would be real pretty.",3.1,2.22604705491359,2.9768314412936,3.49110365690373,2.510297462541,2.98819090367597
"134420:14","we put up some hummingbird feeders and some bird feeders.",2.8,3.19917058444254,3.19560669819195,2.9910740536901,3.15594754348517,3.09562525133488
"134420:23","we put up some hummingbird feeders and some bird feeders.",3.2,3.34030405650057,3.36000217723206,3.25125454282403,3.28687052680176,3.25888475238338
"134426:23","and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.",3.6,2.76245322806371,3.256047583042,3.00959601716333,2.8298739337082,3.15975296660929
"134426:32","and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.",3.7,2.92955188215281,3.2587433467153,3.4109283928256,3.0571315240736,3.22658092169143
"134426:41","and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.",3.2,2.6705122886665,3.12931917088247,2.76101098354291,2.5103937753646,2.94621853116987
"134426:48","and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.",2.5,2.78787418953559,3.23664482277971,3.05184662815827,2.80193727064703,3.12643208855173
"134479:41","i, i, i worked on some of it at t i once upon a time.",4.6,4.65860069043408,5.0507267582722,5.00480557143818,5.25035780892187,5.11411306270808
"13469:7","but some of them are sold ,",5.7,6.03421531794009,6.50245275855687,6.07241905029865,6.5023888519466,6.56873759598301
"135016:25","um, i try  to do some painting, although i'm not very good at it.",1.6,3.95381959266971,2.19921434205638,2.99061882444753,3.24411041170889,2.16736308215989
"135035:25","i, i do some sewing, mostly out of necessity.",2.2,4.41126779734536,2.63112092635408,3.97345918693113,4.31157318567479,2.75833028791552
"135381:35","to me, half the time it's more fascinating than some of these made up stories.",5.2,3.3508382812643,4.70269518205604,4.4720909346725,3.83697421188201,4.72475290753936
"135453:35","i know, uh, the bri-, some of the british people laugh at us because we're so enthralled with their royalty.",5.2,5.16671611814927,5.18716909621823,5.20114636527255,5.33302136262462,5.44298893904248
"135535:24","and then make movies out of some of them.",5.7,5.58430661653374,6.71218046815857,5.00130258222261,5.25830067627892,6.68214601864863
"135551:31","so she couldn't possibly turn them out like some of these popular writers,",4.9,4.63128194267581,4.81786887580354,4.68501561892085,4.77198549269949,4.86055138498167
"136110:19","i think he has some interesting things on it.",3,2.90038480320682,3.05768471134882,3.46949746928951,3.38552812126192,3.09148698823623
"136126:11","there's some real weird people that, he seems  to come up with .",3.1,3.1989946491183,2.72185643008041,3.96158144540645,3.63801324797834,2.89545257775192
"136135:14","he does have some real bizarre things, i think .",3.7,3.2128851493051,3.40835877723339,3.65721088696124,3.26849193674759,3.42900685689813
"136180:24","i mean, we still have some highways closed ,",5.8,3.93390092604633,5.10057482370225,3.86269049221337,3.80119213524001,4.95374570164115
"136193:24","and i saw, there were some stop signs, i mean, submerged up to the writing on the stop sign,",3.7,3.45744586748072,4.34216753306306,3.39955383149747,3.23324902265094,4.24208838405723
"136205:15","so there has been some flooding",2.2,2.71798031913128,2.54205687090321,2.7364936977802,2.77672920119459,2.43143251250258
"136292:43","we've been getting quite a bit, maybe not quite as bad as some of the folks down around san antonio,",4.1,4.02897691845512,4.84827024231396,4.28547584785895,4.04890872664868,4.83223766460368
"136383:15","or you been doing some remodeling work on it.",2.1,3.02388030313145,2.60273663547807,3.0007287377879,2.94155489342307,2.58036217183101
"136539:14","i mean, some nights it's just real, real quiet.",5.8,3.12881481299689,4.86671488497823,4.29979809623794,3.57578090876029,4.89785288073397
"137317:74","do they still have the, uh, the scenic, uh, roadways that  cut through the center of some of those trees.",5.2,4.67965113524264,5.13424998164824,4.88396221466907,4.63483879978851,5.16765627404526
"137619:16","but they're doing some stomping on virginia.",2,2.72196865468946,2.3249566370588,3.26535178404335,2.92518085970244,2.33932822164265
"137794:5","some of these muddy driveways could use it around here.",4.2,4.24872026059587,4.025474191366,5.02479601593058,4.49389372717269,4.34532299886814
"138037:56","i think we need  to get back to the, show some respect",1.8,3.46263707205846,3.00963587055688,4.62728604641406,3.85615311927591,3.18575978359981
"138141:9","put some shelves in",2.6,4.27382933616351,2.74557228252749,2.48869945448063,3.42917837287722,2.55662770046148
"138142:20","and, and some odd stuff around the house",2.7,3.25944633913346,2.62541910228411,2.72006771393447,3.03148710914346,2.54519625314677
"138154:56","uh, a few years ago, uh, we needed, uh, they needed some book shelves",1.6,2.62016122821702,2.67909735870692,2.87113294872963,2.59937931856699,2.61548916924632
"138155:36","and i kind of drew up some simple plans to make some book shelves",1.9,3.34303905910409,2.74076139528379,2.90418957117273,2.71955405171284,2.67271921363653
"138174:28","and, uh, sounds like you got some real nice tools, too.",1.7,2.58416447929871,2.10376250217134,2.91415060643017,2.52707213428789,2.11414278972394
"138291:103","i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth",3.5,3.65559108987248,2.82815664506462,4.25165452593722,4.27063203324273,2.97330212050899
"138291:137","i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth",2.9,4.23359607374447,3.25145369866483,3.43333864877518,3.57409322635698,3.20635171085593
"138298:34","it's an opportunity to get out and relieve some of the pressure that you feel  day to day",4.8,3.28463970195251,3.05055288254518,4.73286119353878,3.76404803868376,3.22103899724179
"138340:30","i mean i'm sure there's some good ones,",4.4,4.39954969169502,4.40720567245257,2.9701252748736,3.88354993132532,4.1958214533435
"138349:36","but i kind of, i liked it some ways",4,4.21946164048104,4.32246520159767,3.95313623561985,4.07918015917933,4.33777367230206
"138350:6","and some ways i didn't.",5.7,3.96201215887967,6.66216521668202,4.50063985672672,4.9783927340937,6.60435920070695
"138469:69","then, then on the other hand i think it 's harder to stay home in some regards.",4.9,4.08325651786465,4.51150688554123,3.67384204057731,4.29224774736265,4.48650508153495
"138703:48","same sort of problem that  happens sometimes is these, some of these, uh, like aids tests and such.",4.9,4.73914058424372,5.01904011452729,4.81113759619314,4.93333355108892,5.06621842664162
"138873:64","seems to me i remember that, uh, i was hired , came in and went through some orientation",2.4,2.93449249389852,2.40256184626449,2.77740630922724,2.59259704278349,2.29473208232927
"138929:40","so here, i know that, uh, last year there was some ice storms while i was out of the state",2.7,3.66412672935098,2.58051662993021,3.23678092926594,3.20124676318726,2.5679842761206
"138943:28","you may get a cold snap or two or some rain or something like we've been getting  in december,",2.6,3.0194566504753,2.30234923368544,3.44825304033061,2.85252550216185,2.31814272975017
"139654:36","my folks and i always had a dog and a cat, some, birds,",2.9,3.58203410364333,2.62398824430981,3.26515180241208,3.25884304802397,2.58668443748866
"139682:16","we've got, some children who  would just really, uh, enjoy  having an animal, you know, a dog, i think",2.6,3.05550028914054,2.36107616037213,3.2441772563821,2.79663372349436,2.39726952088038
"139729:13","we've got some children",2.2,2.67171908751108,2.0000049989991,3.26969803910366,2.76798830927505,2.0440558789709
"139739:24","you sound like you've got some small ones in the background.",1.5,3.7656876958697,2.06463889636272,2.74068814682622,3.2365098526314,2.01481715621243
"13977:49","i think they should either do that, or, or afford some time to the military, or, or  helping elderly people.",5.1,4.83942613364118,4.90023069216296,3.55686142815947,4.10260559190357,4.72164239753728
"13983:93","i, i, you know, i think that we have a bunch of elderly folks in the country that  could use some help",1.8,4.56463506219408,2.96985951372521,3.32817297890015,3.84146840296932,2.91877433819022
"139879:19","well, you've got some experience behind you in the work force.",3,2.91636965341528,2.78179932024977,3.39489817787491,2.86830528527643,2.75167303961794
"140052:14","but my son needed some money,",3.1,2.97049011839526,3.01798993364639,2.64643264498505,2.22286147286158,2.80265609276934
"140196:19","uh, and then what some people would consider  a little more difficult, i, i'll change spark plugs",5.1,3.45833249175089,4.7485052710787,4.71959029230964,3.91323023969136,4.75100145105907
"140415:37","um, well before we built our home we were managing some apartments that we were living in ,",2.6,3.84392457654269,2.98895326217586,3.15408802179092,3.52446792069897,2.96077520986588
"140815:71","you know, maybe you nee-, you can get it signed  up this spring or summer for some of the dog obedience classes.",4.7,3.56676440159481,3.40361671980267,4.97294304416941,4.29354439494811,3.58346845070513
"140818:41","well, we've heard bad, we've heard some bad things about some of those, you know,",4.4,4.27955171797668,5.01296483688858,2.70986836955301,3.27393531067719,4.72819864410211
"140818:55","well, we've heard bad, we've heard some bad things about some of those, you know,",5,4.32872318655714,5.00311914609042,4.63549964607886,4.89685031162228,4.99983845998773
"140921:16","and i'll take some time and do that with her.",4,3.75237744791156,2.83279142590374,3.10657937379706,3.15576414145588,2.74312845547195
"140964:11","and spend some time with him.",3.4,3.76707434647786,2.89357115575829,2.68217643290999,3.14014032541991,2.74180219604483
"141004:32","and then they'll get  to pick out some of those favorite snacks that they get  to pick  out",3.8,3.62302011853945,3.45835306251967,4.50908340248462,4.10126721483311,3.57436395279085
"141287:39","there is one cousin out in colorado, uh, uh, some cousins over in phoenix, uh,",3.7,3.2774296624288,3.0590856479055,3.25156642578413,3.38457341026891,3.00526019119087
"141886:24","you know, i mean, some topics,",4.3,4.09828984382199,4.55816667177086,3.98068844655755,4.19309033894782,4.5757247742341
"141908:36","well, it seems like, i don't know, some things are sensationalized",5.3,4.324684046698,5.44205763164848,4.39407466678141,4.48207828498765,5.35150054852786
"141909:6","or some things are, um, you know,",4.3,4.16999728172195,4.4778935436387,4.65400511654537,4.38571047946857,4.49406063434661
"141921:54","and, uh, i also like  to plant flowers and do do some gardening and do arts and crafts.",3.5,2.34586210511286,2.99562093183679,3.12841462646856,2.71826849082341,2.90927316465881
"142083:38","some, uh, you know, i have some good shots and some bad shots.",4.4,3.23340928019445,4.7025603048796,3.04098853377045,2.95045593666766,4.49334008272181
"142083:50","some, uh, you know, i have some good shots and some bad shots.",5.5,3.69136948864098,5.07740139094934,3.76801621216434,3.51758300731082,4.92573624941992
"142141:14","i have got some of those too,",3.4,4.66231281501066,3.40239112823026,4.73298291095577,4.38773547699545,3.54214509218667
"142147:41","and i do, i try  to do some arts and crafts",3.6,3.11513697025085,3.27719073431516,3.51662556651986,3.09841040969964,3.25801902485509
"142499:11","there are some columns that  could be painted   a different color too.",3.4,3.79381897901827,2.99157147945939,2.90868126491487,3.27752921204251,2.89556784073526
"142780:82","as far as the rangers are concerned , i think, i think they need some, definitely need some pitching.",1.6,3.94813082397704,2.47730555525494,4.08679950786675,3.8887372713873,2.61631917002688
"142828:81","and i think you're probably right, that they, that they need some, you know, some changes in, uh, pitching coach, maybe",3.5,3.38152500784532,3.76163472894994,4.00586043132415,3.70116992458767,3.83845838448765
"142849:33","they need  to have some, some young guys that  can take the lead",2.1,2.96008659681093,2.10972343061603,3.09357614287423,2.59949635120639,2.18070231532444
"142965:19","actually now you can get some really good deals  flying over,",4.2,2.93985564938238,3.1275817642633,3.13485744752464,3.00369137596404,3.07971534701354
"143183:27","it sounds like we've been to some of the same places.",5.8,5.27568845341071,5.68305990344914,4.9450868438424,5.44333283026795,5.69393840376561
"143543:20","and there are, uh, some fairly sophisticated approaches that  are used  in the high schools with point systems and things like that so that people, uh, gain a competence with respect to the material.",2.4,4.12122777675917,2.59213910392139,3.24353502779949,3.52145164287893,2.59361830408591
"143578:37","you must see kids with real significant problems, uh, in some cases.",5.3,3.15743963309612,4.94072824234708,3.85617972991129,3.84703390728714,4.87379056411384
"143722:15","but i know some people can get, get, you know, carried  away with them and let them get out of hand.",5.9,4.22516057236786,4.77113323446825,4.18525951407297,4.33097961069534,4.65380071245674
"143752:15","it seems that some of them have gotten higher",6.2,4.85957874287246,5.91411467730562,5.60037876000688,5.5304488589754,5.95983647231055
"144063:31","well, th-, there were some people that, uh, that  had a problem with that. because they found out later on that, jeez, you know, a guy will lie rather than get killed .",5.2,4.25199697423504,5.08554468687598,3.42400146978278,3.82508727521505,4.90234940973857
"144511:39","but, uh, uh, i know that, uh, in some of these larger cities they're passing out free syringes and all of that sort of thing to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything.",5.8,4.70426662045075,5.34242642632378,5.01260369332606,5.12692243741292,5.40705851760756
"145009:13","and you hear some people say, you know, well, he's a man,",5.2,4.5251776658159,4.8993519544673,4.35592143357778,4.90021351548523,4.84170859426977
"145355:18","uh, i got in some problems with, uh, financial problems because of credit cards",2.1,3.46361786207159,1.99137389823566,2.80107834148146,2.60033774901185,1.90263805577885
"145369:58","i h-, i have, we have some, some friends that  did the, exactly the same thing.",4.4,4.18445804170145,4.80178315968083,3.31887826996487,3.68403908398949,4.61998057868883
"145433:59","even with my gas card you know, i find that i'll go in  to get some gas",4.1,3.7559413568825,3.69625502407053,3.39494582891991,3.67264732049674,3.62210569623641
"145454:30","i mean, there are sort some inherent limits there,",2.2,3.39712353920416,2.33884569792139,5.17942587115592,4.35444264749501,2.87369619770191
"145536:63","i, in fact, i've, i've even, uh, heard some people that  have applied for credit cards with much less, uh rates and have paid off their, you know higher interest rate, uh cards and just sent them back, you know.",5.6,4.10047112744226,4.41425894916422,3.41313403418374,3.7813122191527,4.34821400987031
"145552:67","and i, i guess there's some, there's, uh, uh, some negotiating there, too,",2.1,3.23119689680918,2.31705311997867,3.28030794853882,3.36970033223123,2.32293065348832
"145692:12","and they took some rooms down at a holiday inn",4,3.33776373988735,3.1529809706701,2.99853951427717,3.27727113182951,3.03878496378421
"145722:97","i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles",5.6,4.58575301196138,5.54801059351349,4.863069662442,4.98545392573605,5.57249339423316
"145917:27","because i looked into  picking up some, uh, medical insurance for my, just for my family, you know, just,",2.4,3.35088264334633,1.87531808534959,3.22767419564693,3.29523111047596,1.94957518481946
"145945:125","i guess what, the other benefits that, uh, that i, uh, that i miss , i guess is, uh, you know, some of the bonuses and stuff that that  goes on with just being involved  with a big company, you know",2.9,3.98039516536392,2.80534933373171,4.38764024822692,4.44988448447586,2.94138747454635
"146091:18","um, i've done some cross stitching.",3.1,3.24478394510895,3.16784038975808,3.65259506811765,3.35883270334592,3.22119179838643
"146198:134","well, one thing that i like  about this fabric painting thing is i can just make a t shirt and put a little ruffle around it and then, um, cut out a little pattern  from the material, from some material, like flowers or something, and make, um, a design or, you know, a little arrangement or something on the shirt and, you know, fuse it on with heat and bond, or whatever and then paint around it.",3.3,3.09411489640402,2.99137150061473,3.88358663794171,3.50052344613255,3.04267160771211
"146225:40","so i had, i went and bought just some cloth glue and glued it all back",2.9,3.41758950320626,2.79720273940139,3.17432532010713,3.17769558486073,2.71499211713211
"14637:17","and then they're some sections kind of in the corner areas,",4,4.80905430483107,4.1179907695416,4.10189824874142,4.30146906225149,4.13179902763616
"14653:39","and i went because my dad can usually get a hold of some free tickets, because a lot of those doctors have season tickets,",2.8,4.54903957985869,2.41054110131845,3.58651680663823,3.49195176194975,2.47742338705167
"146544:24","i do think that there are some significant kinds of things to to look for  , you know, if you are faced  with placing someone. in a place like that, uh, you know, aside from the cleanliness and the medical care that  is offered  and such",3.1,4.70763640263521,5.01019531247712,3.73520131908815,4.09361364492275,4.87856946655189
"146612:75","well, it is like, wel-, the one that i worked in , uh, you would see some of them just like in wheelchairs all day,",4.9,3.95080151312387,4.36703852160563,5.04833100521736,4.58332147668294,4.46619673043316
"146618:32","and then you would see see some of the others that  are were like distant from the other group",5.8,5.13216940311136,5.18291345737458,4.88454158834124,5.15969980955296,5.25718578756392
"146619:59","and they they just didn't like participate together with the others because they had some some, uh, i guess, uh, slight mental disabilities and things like that.",3.2,3.98472169736376,3.38091047978547,3.6235431366619,3.60890758079215,3.3382887499728
"146662:13","and there are some fire stations i can take newspapers to",4.5,3.08932005732566,4.57250359777113,2.90813185971772,3.01612648902522,4.36992508298359
"146710:44","and i think it is going  to come to that because some people will just not go to the,",4.2,4.25884472673906,4.14234046626318,4.97995044785153,4.83111991898163,4.26235666642363
"146829:11","you see some of the stuff",4.2,4.53911405649337,3.77949301994584,5.18867514064417,4.7647632267457,4.09511291179868
"146901:15","because i had some appointments at the office  today, some interviews",1.7,4.0772487983149,2.50901063496371,2.6191721893116,3.26390056810129,2.35708135581905
"146901:36","because i had some appointments at the office  today, some interviews",3.1,4.25984257098128,2.66820188951594,2.84344618145216,3.51321603514921,2.53827046151494
"146950:24","so  to be taller than some of the boys in the bigger grades, uh, older grades, i had  to wear heels.",5.2,4.76122516516756,4.98378064429374,5.04795157104714,5.10029237823022,5.16267893532943
"147067:15","i know that some of the schools they have, uh, country western day or something like that one, you know, or tacky day,",5.5,4.28852428209406,5.22885172224175,5.56320923446633,5.46283402615298,5.34122431330988
"147083:36","um, oh, it, there's some good things about it",3.7,2.76640047153899,2.54558647440274,2.75742906680806,2.44401724430775,2.48178602623808
"147237:51","but i think, uh, we're going  to have  to make some fundamental changes",3.1,2.66550836594202,2.75458748482373,3.4038487173186,2.8458011614808,2.81910661176046
"14724:29","and he said, sign up and get some money and just talk for five minutes.",1.5,2.20403427676083,1.96501615698104,3.12292762247316,2.17499756655384,1.94838593688715
"147291:12","and they needed some quality care,",2.3,2.7328545516105,2.13612758887956,3.65289482984601,3.11611130778138,2.28427531064181
"147337:25","i am sure you have got some really good nursing homes around dallas.",2.7,3.38550279885937,2.39299594505794,3.71466492601298,3.70024471669942,2.50882054971432
"147340:7","and some of them are limited care  too where people can do, uh,",6,5.11251555716548,5.47094691988068,5.75435338627094,5.90738517278334,5.59735509301142
"147477:43","so, i, you know, you pick up some traits from her and stuff.",4.5,2.76822117133539,3.57868870640779,4.27782958810034,3.58372049987739,3.72163166437374
"147582:28","and it 's just too bad that some people, you know, still look down on them just because of their color. you know.",6,4.99765875832648,6.08249462907313,5.53921798077386,5.69592751538849,6.17774440996961
"147613:4","some people say oh the boys shouldn't have  to do those jobs. the inside jobs.",6,4.70595328575346,5.384711887257,4.92080046231562,5.04100420791857,5.42383363701869
"14769:69","and what we have  to do  is, we have  to go, uh,  get some stuff, steal it, and then, you know, just resell it.",3.4,3.51130032567181,3.05693493531148,3.66486598386778,3.33007163178016,3.04659317278389
"147754:50","and personally i feel it's probably, there's probably some of each.",3.5,4.50595562378653,4.2662479958551,5.19764841537781,5.42960441766024,4.50528225122327
"148130:31","uh, i suppose that puts me on some mailing lists and so forth, because i do get things from ski associations and things, uh, at, during the year.",5,3.91347525371974,5.02098111894859,3.40570721413752,3.67625688558732,4.88144384063247
"148183:40","i'd like  to go to sundance and park city and some of those.",3.6,4.09908685397272,3.37934037748792,4.79182461909665,4.55132823148267,3.53496300547433
"148200:15","and then we have some church magazines,",3.7,3.00160012428071,3.04816340010311,3.49027686670779,3.68255105167411,3.09845695442992
"14833:77","we're going  to solve, try  to solve the aids problem while, while, you know, some people are getting killed  here and there",4.8,3.91503960672762,4.45422052364942,4.5844207420072,4.51538785295832,4.43921032920446
"148355:8","even some of that i like  okay but not, mostly, as a general rule,",4.6,5.10884600062244,5.04401585147134,5.57417438970811,5.81510510958681,5.17110130720933
"148372:13","and i like some of their songs.",6.6,5.42817944177106,5.912822595682,4.40564498963254,5.10896491425074,5.90713345430263
"148456:26","i, i like some of it, um,",5.4,4.88084894091629,4.48404147415851,4.54727921273145,4.54048782480422,4.51531849387047
"148463:10","um, some of it sounds more like pop music.",5.9,5.37609001130062,5.70432086771941,5.56908112160271,5.84876520273308,5.73106124793251
"148529:15","um, i have some spiro gyro tapes.",4.6,3.83442785150909,4.26292462522744,3.40612324218696,3.65278532099998,4.12044576605012
"148538:10","i have some dulcimer music.",3.7,3.74109967385857,3.38485180699469,2.54967294612497,3.63677362442235,3.18216162577263
"148561:14","i mean, some people sing,",5.5,5.36845619421678,5.38830257189215,5.09238962660151,5.38862625540902,5.44221033925764
"148889:35","got that, uh, uh, some insight  there,  to, to kind of help me put together the feelings.",1.9,2.47216435174068,2.05576798209136,3.02049476504115,2.27598953149767,2.02666483579897
"149148:54","you know, when you write a test  you have  to look at some data from it and see how the different questions are performing  and find out which ones  are discriminating well and which ones  aren't find out how reliable the test is ,",3.6,4.18846222134445,3.45214343417219,3.30066320165413,3.67742548807153,3.37669007522339
"149162:20","well, i was doing some of the same stuff, but doing it more slowly, and with smaller files.",5.5,4.12769954508928,5.07606891299667,5.0141811402472,5.06442028682408,5.1237172257077
"149373:69","you know, i saw something  on c n n or on cable here a while ago that  showed some people that  had rabbits in apartments and in houses,",4.3,4.1047543113766,3.71929909188355,3.47339435425777,3.92413718999557,3.65384701925688
"149427:7","and some of the weirdest animals you ever want  to see  in there.",4.7,3.67668927012342,4.30898415549969,4.60623400290865,4.16720749086821,4.38651068254741
"149485:72","and especially in this election year, i think that, uh, there ought  to be so-, at least some conversation about what we are supposed  to do  about this.",3.4,3.83082195555825,3.40440721882505,3.27110685531882,3.29380809557698,3.30080518879147
"149669:184","um, what  really bothers me is it just seems like if, if anyone were  to say, you know, well i'm going  to raise taxes and cut the budget and we're mumblex, we're going  to have  to do some unpopular things, i mean, he wouldn't have a chance of getting elected .",4,4.20489881135855,3.27867275225492,3.67292531069897,3.71487963973289,3.29655077947843
"14969:24","i guess i've had some good experience and some bad experience with them.",4.7,3.48306426133444,4.40740270268888,3.38996795026609,3.44250595821361,4.29986355905435
"14969:33","i guess i've had some good experience and some bad experience with them.",4.9,3.38388577230723,4.31070858139237,3.55337974757027,3.47645651884374,4.24759751556801
"149736:22","and, uh, they've had some impact, but not a tremendous amount,",4.1,2.88807243788392,3.55906104381584,3.60681508282431,2.96017470241571,3.4614202113055
"149748:21","you know, particularly in some of the housing projects, uh, you know, that's, that tends  to be where a lot of that crime is focused",6,5.04774667096478,5.03821323959928,4.8312231959273,5.35778117940267,5.09697644646914
"149891:51","i've actually, i've known, known some people that  have had their cars stolen .",3.4,3.74898889543211,2.81814993093884,3.01805224169866,3.14854524221926,2.7621879733047
"149904:6","and some superficial type damage,",2.4,3.16908820451746,2.16945949110788,2.98304714311783,3.0578926305224,2.17296188858146
"15021:56","i've, i've talked to some who 's really had some bad experience",2.6,2.92799656698792,2.10046874185748,3.060426925731,3.02048738082373,2.16651130126599
"15068:10","compared to some of the other ones.",5.9,5.9208753837843,5.68021681441188,4.80667078543784,5.42611798238145,5.7135552366472
"150826:22","but i wonder if maybe in some civil cases it doesn't work as well.",5.5,5.07893337089018,5.50049573393636,4.43170318271848,5.10002484534534,5.47698193980604
"151077:31","but, uh, apparently for some, some crimes, it 's permissible to have six people sit in judgment.",5.5,5.06327728737517,5.60076020123504,4.17751270194419,5.03164792187569,5.53545632535623
"151108:23","it was, yeah, in some of the critical things, like the off-, special investigations, at one time in one of the cases had videotaped this person,",5.2,4.68145919456976,4.85208653766024,4.7011462931826,5.05791659685155,4.92063407148253
"151138:37","but, uh, they, they have done some testing around our office, mostly after lunch,  looking for people drinking, uh, drinking beer and stuff at lunch time,",4,3.99406155701019,3.48204105596437,3.47027805837436,3.85904039084393,3.37408704015753
"151303:29","well, you know, you can take some of that, that testing a little bit too far.",4.1,3.91865559816056,3.82078890567157,5.05402110789963,4.63979504412456,3.96832834297644
"151338:21","uh, like i said, some industries, though, i think it'd be very necessary,",5.6,3.79136930659127,5.12180905978133,3.97707264982092,3.98195888129619,5.04413656303178
"151536:59","and, uh, each one of the, everybody that  showed up donated some money for the rent and for, for like soft drinks",2.3,3.7586881586668,2.43239245088948,3.46961549461704,3.30791129233311,2.44903955566503
"15155:80","i mean, and it 's nice to, to try  to teach young people some, some, uh, uh, civil, uh, consciousness,",2.7,4.03036936531281,2.8692878843509,3.16395878202188,3.258665904525,2.83907579623393
"152021:55","and uh, our benefits package isn't, uh, isn't quite as good in some ways. uh, you know,",4.2,2.73097515564064,3.10564251136295,3.28234173727092,2.74484829071669,3.03087830882363
"152067:34","unless you, unless you have some vacation time or some, some sick leave or whatever, um, you kind of have  to finagle your way around  to get that time.",1.9,3.80089352101297,2.29470729209616,3.27985946149442,3.22029428912266,2.32556552567804
